ClinicalSignificance_T0,VariationID,ClinicalSignificance_T1
Likely pathogenic,447538,Pathogenic/Likely pathogenic
Likely benign,448743,Conflicting classifications of pathogenicity
Likely benign,448743,Conflicting classifications of pathogenicity
Likely benign,448743,Conflicting classifications of pathogenicity
Likely benign,448743,Conflicting classifications of pathogenicity
Benign/Likely benign,447771,Conflicting classifications of pathogenicity
Benign/Likely benign,447771,Conflicting classifications of pathogenicity
Benign/Likely benign,447771,Conflicting classifications of pathogenicity
Benign/Likely benign,447771,Conflicting classifications of pathogenicity
Pathogenic,447824,Conflicting classifications of pathogenicity
Pathogenic,447824,Conflicting classifications of pathogenicity
Pathogenic,447824,Conflicting classifications of pathogenicity
Pathogenic,447824,Conflicting classifications of pathogenicity
Pathogenic,449099,Pathogenic/Likely pathogenic
Pathogenic,449099,Pathogenic/Likely pathogenic
Pathogenic,449099,Pathogenic/Likely pathogenic
Pathogenic,449099,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,452706,Likely pathogenic
Conflicting classifications of pathogenicity,452706,Likely pathogenic
Conflicting classifications of pathogenicity,452706,Likely pathogenic
Conflicting classifications of pathogenicity,452706,Likely pathogenic
Uncertain significance,450644,Conflicting classifications of pathogenicity
Uncertain significance,450644,Conflicting classifications of pathogenicity
Uncertain significance,450644,Conflicting classifications of pathogenicity
Uncertain significance,450644,Conflicting classifications of pathogenicity
Likely pathogenic,452895,Pathogenic/Likely pathogenic
Likely pathogenic,452895,Pathogenic/Likely pathogenic
Likely pathogenic,452895,Pathogenic/Likely pathogenic
Likely pathogenic,452895,Pathogenic/Likely pathogenic
Pathogenic/Likely pathogenic,449438,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,449438,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,449438,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,449438,Conflicting classifications of pathogenicity
Uncertain significance,452583,Conflicting classifications of pathogenicity
Uncertain significance,452583,Conflicting classifications of pathogenicity
Uncertain significance,452583,Conflicting classifications of pathogenicity
Uncertain significance,452583,Conflicting classifications of pathogenicity
Benign,463174,Benign/Likely benign
Benign,463174,Benign/Likely benign
Benign,463174,Benign/Likely benign
Benign,463174,Benign/Likely benign
Benign,464871,Benign/Likely benign
Benign,464871,Benign/Likely benign
Benign,464871,Benign/Likely benign
Benign,464871,Benign/Likely benign
Uncertain significance,460433,Conflicting classifications of pathogenicity
Uncertain significance,460433,Conflicting classifications of pathogenicity
Uncertain significance,460433,Conflicting classifications of pathogenicity
Uncertain significance,460433,Conflicting classifications of pathogenicity
Likely benign,454975,Conflicting classifications of pathogenicity
Likely benign,454975,Conflicting classifications of pathogenicity
Likely benign,454975,Conflicting classifications of pathogenicity
Likely benign,454975,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,455184,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,455184,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,455184,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,455184,Conflicting classifications of pathogenicity
Likely benign,472703,Conflicting classifications of pathogenicity
Likely benign,472703,Conflicting classifications of pathogenicity
Likely benign,472703,Conflicting classifications of pathogenicity
Likely benign,472703,Conflicting classifications of pathogenicity
Likely benign,472699,Conflicting classifications of pathogenicity
Likely benign,472699,Conflicting classifications of pathogenicity
Likely benign,472699,Conflicting classifications of pathogenicity
Likely benign,472699,Conflicting classifications of pathogenicity
Benign/Likely benign,469742,Conflicting classifications of pathogenicity
Benign/Likely benign,469742,Conflicting classifications of pathogenicity
Benign/Likely benign,469742,Conflicting classifications of pathogenicity
Benign/Likely benign,469742,Conflicting classifications of pathogenicity
Benign,476322,Benign/Likely benign
Benign,476322,Benign/Likely benign
Benign,476322,Benign/Likely benign
Benign,476322,Benign/Likely benign
Benign/Likely benign,470025,Conflicting classifications of pathogenicity
Benign/Likely benign,470025,Conflicting classifications of pathogenicity
Benign/Likely benign,470025,Conflicting classifications of pathogenicity
Benign/Likely benign,470025,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,460417,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,460417,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,460417,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,460417,Pathogenic/Likely pathogenic
Benign,469903,Benign/Likely benign
Benign,469903,Benign/Likely benign
Benign,469903,Benign/Likely benign
Benign,469903,Benign/Likely benign
Pathogenic,470004,Pathogenic/Likely pathogenic
Pathogenic,470004,Pathogenic/Likely pathogenic
Pathogenic,470004,Pathogenic/Likely pathogenic
Pathogenic,470004,Pathogenic/Likely pathogenic
Likely benign,472191,Benign/Likely benign
Likely benign,472191,Benign/Likely benign
Likely benign,472191,Benign/Likely benign
Likely benign,472191,Benign/Likely benign
Uncertain significance,478623,Conflicting classifications of pathogenicity
Uncertain significance,478623,Conflicting classifications of pathogenicity
Uncertain significance,478623,Conflicting classifications of pathogenicity
Uncertain significance,478623,Conflicting classifications of pathogenicity
Uncertain significance,471620,Conflicting classifications of pathogenicity
Uncertain significance,471620,Conflicting classifications of pathogenicity
Uncertain significance,471620,Conflicting classifications of pathogenicity
Uncertain significance,471620,Conflicting classifications of pathogenicity
Likely benign,476994,Conflicting classifications of pathogenicity
Likely benign,476994,Conflicting classifications of pathogenicity
Likely benign,476994,Conflicting classifications of pathogenicity
Likely benign,476994,Conflicting classifications of pathogenicity
Pathogenic,453376,Pathogenic/Likely pathogenic
Pathogenic,453376,Pathogenic/Likely pathogenic
Pathogenic,453376,Pathogenic/Likely pathogenic
Pathogenic,453376,Pathogenic/Likely pathogenic
Likely pathogenic,453636,Pathogenic/Likely pathogenic
Likely pathogenic,453636,Pathogenic/Likely pathogenic
Likely pathogenic,453636,Pathogenic/Likely pathogenic
Likely pathogenic,453636,Pathogenic/Likely pathogenic
Benign,460276,Benign/Likely benign
Benign,460276,Benign/Likely benign
Benign,460276,Benign/Likely benign
Benign,460276,Benign/Likely benign
Likely benign,477732,Benign/Likely benign
Likely benign,477732,Benign/Likely benign
Likely benign,477732,Benign/Likely benign
Likely benign,477732,Benign/Likely benign
Likely benign,469002,Benign/Likely benign
Likely benign,469002,Benign/Likely benign
Likely benign,469002,Benign/Likely benign
Likely benign,469002,Benign/Likely benign
Uncertain significance,473437,Conflicting classifications of pathogenicity
Uncertain significance,473437,Conflicting classifications of pathogenicity
Uncertain significance,473437,Conflicting classifications of pathogenicity
Uncertain significance,473437,Conflicting classifications of pathogenicity
Likely benign,469031,Benign/Likely benign
Likely benign,469031,Benign/Likely benign
Likely benign,469031,Benign/Likely benign
Likely benign,469031,Benign/Likely benign
Conflicting classifications of pathogenicity,487321,Benign
Conflicting classifications of pathogenicity,487321,Benign
Conflicting classifications of pathogenicity,487321,Benign
Conflicting classifications of pathogenicity,487321,Benign
Benign,458266,Benign/Likely benign
Benign,458266,Benign/Likely benign
Benign,458266,Benign/Likely benign
Benign,458266,Benign/Likely benign
Benign,475443,Benign/Likely benign
Benign,475443,Benign/Likely benign
Benign,475443,Benign/Likely benign
Benign,475443,Benign/Likely benign
Benign,461387,Benign/Likely benign
Benign,461387,Benign/Likely benign
Benign,461387,Benign/Likely benign
Benign,461387,Benign/Likely benign
Benign/Likely benign,454126,Conflicting classifications of pathogenicity
Benign/Likely benign,454126,Conflicting classifications of pathogenicity
Benign/Likely benign,454126,Conflicting classifications of pathogenicity
Benign/Likely benign,454126,Conflicting classifications of pathogenicity
Likely benign,467955,Conflicting classifications of pathogenicity
Likely benign,467955,Conflicting classifications of pathogenicity
Likely benign,467955,Conflicting classifications of pathogenicity
Likely benign,467955,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,458305,Pathogenic
Pathogenic/Likely pathogenic,458305,Pathogenic
Pathogenic/Likely pathogenic,458305,Pathogenic
Pathogenic/Likely pathogenic,458305,Pathogenic
Benign/Likely benign,472608,Conflicting classifications of pathogenicity
Benign/Likely benign,472608,Conflicting classifications of pathogenicity
Benign/Likely benign,472608,Conflicting classifications of pathogenicity
Benign/Likely benign,472608,Conflicting classifications of pathogenicity
Likely benign,457731,Conflicting classifications of pathogenicity
Likely benign,457731,Conflicting classifications of pathogenicity
Likely benign,457731,Conflicting classifications of pathogenicity
Likely benign,457731,Conflicting classifications of pathogenicity
Likely benign,457631,Conflicting classifications of pathogenicity
Likely benign,457631,Conflicting classifications of pathogenicity
Likely benign,457631,Conflicting classifications of pathogenicity
Likely benign,457631,Conflicting classifications of pathogenicity
Likely benign,457799,Conflicting classifications of pathogenicity
Likely benign,457799,Conflicting classifications of pathogenicity
Likely benign,457799,Conflicting classifications of pathogenicity
Likely benign,457799,Conflicting classifications of pathogenicity
Benign,475803,Benign/Likely benign
Benign,475803,Benign/Likely benign
Benign,475803,Benign/Likely benign
Benign,475803,Benign/Likely benign
Pathogenic,456724,Pathogenic/Likely pathogenic
Pathogenic,456724,Pathogenic/Likely pathogenic
Pathogenic,456724,Pathogenic/Likely pathogenic
Pathogenic,456724,Pathogenic/Likely pathogenic
Likely benign,464642,Conflicting classifications of pathogenicity
Likely benign,464642,Conflicting classifications of pathogenicity
Likely benign,464642,Conflicting classifications of pathogenicity
Likely benign,464642,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,458520,Uncertain significance
Conflicting classifications of pathogenicity,458520,Uncertain significance
Conflicting classifications of pathogenicity,458520,Uncertain significance
Conflicting classifications of pathogenicity,458520,Uncertain significance
Benign,476106,Benign/Likely benign
Benign,476106,Benign/Likely benign
Benign,476106,Benign/Likely benign
Benign,476106,Benign/Likely benign
Likely benign,470396,Benign/Likely benign
Likely benign,470396,Benign/Likely benign
Likely benign,470396,Benign/Likely benign
Likely benign,470396,Benign/Likely benign
Likely benign,470390,Conflicting classifications of pathogenicity
Likely benign,470390,Conflicting classifications of pathogenicity
Likely benign,470390,Conflicting classifications of pathogenicity
Likely benign,470390,Conflicting classifications of pathogenicity
Benign,464830,Benign/Likely benign
Benign,464830,Benign/Likely benign
Benign,464830,Benign/Likely benign
Benign,464830,Benign/Likely benign
Benign,472252,Conflicting classifications of pathogenicity
Benign,472252,Conflicting classifications of pathogenicity
Benign,472252,Conflicting classifications of pathogenicity
Benign,472252,Conflicting classifications of pathogenicity
Benign,458612,Benign/Likely benign
Benign,458612,Benign/Likely benign
Benign,458612,Benign/Likely benign
Benign,458612,Benign/Likely benign
Pathogenic,483833,Pathogenic/Likely pathogenic
Pathogenic,483833,Pathogenic/Likely pathogenic
Pathogenic,483833,Pathogenic/Likely pathogenic
Pathogenic,483833,Pathogenic/Likely pathogenic
Benign/Likely benign,485245,Conflicting classifications of pathogenicity
Benign/Likely benign,485245,Conflicting classifications of pathogenicity
Benign/Likely benign,485245,Conflicting classifications of pathogenicity
Benign/Likely benign,485245,Conflicting classifications of pathogenicity
Likely benign,484656,Conflicting classifications of pathogenicity
Likely benign,484656,Conflicting classifications of pathogenicity
Likely benign,484656,Conflicting classifications of pathogenicity
Likely benign,484656,Conflicting classifications of pathogenicity
Likely benign,482105,Conflicting classifications of pathogenicity
Likely benign,482105,Conflicting classifications of pathogenicity
Likely benign,482105,Conflicting classifications of pathogenicity
Likely benign,482105,Conflicting classifications of pathogenicity
Pathogenic,484330,Pathogenic/Likely pathogenic
Pathogenic,484330,Pathogenic/Likely pathogenic
Pathogenic,484330,Pathogenic/Likely pathogenic
Pathogenic,484330,Pathogenic/Likely pathogenic
Likely benign,486730,Benign/Likely benign
Likely benign,486730,Benign/Likely benign
Likely benign,486730,Benign/Likely benign
Likely benign,486730,Benign/Likely benign
Likely benign,485650,Benign/Likely benign
Likely benign,485650,Benign/Likely benign
Likely benign,485650,Benign/Likely benign
Likely benign,485650,Benign/Likely benign
Uncertain significance,485665,Conflicting classifications of pathogenicity
Uncertain significance,485665,Conflicting classifications of pathogenicity
Uncertain significance,485665,Conflicting classifications of pathogenicity
Uncertain significance,485665,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,482731,Pathogenic
Pathogenic/Likely pathogenic,482731,Pathogenic
Pathogenic/Likely pathogenic,482731,Pathogenic
Pathogenic/Likely pathogenic,482731,Pathogenic
Likely benign,485502,Conflicting classifications of pathogenicity
Likely benign,485502,Conflicting classifications of pathogenicity
Likely benign,485502,Conflicting classifications of pathogenicity
Likely benign,485502,Conflicting classifications of pathogenicity
Likely benign,486413,Benign/Likely benign
Likely benign,486413,Benign/Likely benign
Likely benign,486413,Benign/Likely benign
Likely benign,486413,Benign/Likely benign
Likely pathogenic,479022,Conflicting classifications of pathogenicity
Likely pathogenic,479022,Conflicting classifications of pathogenicity
Likely pathogenic,479022,Conflicting classifications of pathogenicity
Likely pathogenic,479022,Conflicting classifications of pathogenicity
Likely benign,479610,Conflicting classifications of pathogenicity
Likely benign,479610,Conflicting classifications of pathogenicity
Likely benign,479610,Conflicting classifications of pathogenicity
Likely benign,479610,Conflicting classifications of pathogenicity
Likely benign,481492,Conflicting classifications of pathogenicity
Likely benign,481492,Conflicting classifications of pathogenicity
Likely benign,481492,Conflicting classifications of pathogenicity
Likely benign,481492,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,479613,Likely benign
Conflicting classifications of pathogenicity,479613,Likely benign
Conflicting classifications of pathogenicity,479613,Likely benign
Conflicting classifications of pathogenicity,479613,Likely benign
Likely benign,480159,Conflicting classifications of pathogenicity
Likely benign,480159,Conflicting classifications of pathogenicity
Likely benign,480159,Conflicting classifications of pathogenicity
Likely benign,480159,Conflicting classifications of pathogenicity
Likely benign,480752,Conflicting classifications of pathogenicity
Likely benign,480752,Conflicting classifications of pathogenicity
Likely benign,480752,Conflicting classifications of pathogenicity
Likely benign,480752,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,481015,Likely pathogenic
Conflicting classifications of pathogenicity,481015,Likely pathogenic
Conflicting classifications of pathogenicity,481015,Likely pathogenic
Conflicting classifications of pathogenicity,481015,Likely pathogenic
Likely pathogenic,489373,Pathogenic
Likely pathogenic,489373,Pathogenic
Likely pathogenic,489373,Pathogenic
Likely pathogenic,489373,Pathogenic
Conflicting classifications of pathogenicity,489785,Pathogenic
Conflicting classifications of pathogenicity,489785,Pathogenic
Conflicting classifications of pathogenicity,489785,Pathogenic
Conflicting classifications of pathogenicity,489785,Pathogenic
Conflicting classifications of pathogenicity,491968,Benign/Likely benign
Conflicting classifications of pathogenicity,491968,Benign/Likely benign
Conflicting classifications of pathogenicity,491968,Benign/Likely benign
Conflicting classifications of pathogenicity,491968,Benign/Likely benign
Benign/Likely benign,490442,Conflicting classifications of pathogenicity
Benign/Likely benign,490442,Conflicting classifications of pathogenicity
Benign/Likely benign,490442,Conflicting classifications of pathogenicity
Benign/Likely benign,490442,Conflicting classifications of pathogenicity
Likely benign,490632,Conflicting classifications of pathogenicity
Likely benign,490632,Conflicting classifications of pathogenicity
Likely benign,490632,Conflicting classifications of pathogenicity
Likely benign,490632,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,491098,Uncertain significance
Conflicting classifications of pathogenicity,491098,Uncertain significance
Conflicting classifications of pathogenicity,491098,Uncertain significance
Conflicting classifications of pathogenicity,491098,Uncertain significance
Conflicting classifications of pathogenicity,492421,Likely benign
Conflicting classifications of pathogenicity,492421,Likely benign
Conflicting classifications of pathogenicity,492421,Likely benign
Conflicting classifications of pathogenicity,492421,Likely benign
Conflicting classifications of pathogenicity,491071,Uncertain significance
Conflicting classifications of pathogenicity,491071,Uncertain significance
Conflicting classifications of pathogenicity,491071,Uncertain significance
Conflicting classifications of pathogenicity,491071,Uncertain significance
Conflicting classifications of pathogenicity,492752,Pathogenic
Conflicting classifications of pathogenicity,492752,Pathogenic
Conflicting classifications of pathogenicity,492752,Pathogenic
Conflicting classifications of pathogenicity,492752,Pathogenic
Likely pathogenic,492792,Pathogenic/Likely pathogenic
Likely pathogenic,492792,Pathogenic/Likely pathogenic
Likely pathogenic,492792,Pathogenic/Likely pathogenic
Likely pathogenic,492792,Pathogenic/Likely pathogenic
Likely pathogenic,493038,Conflicting classifications of pathogenicity
Likely pathogenic,493038,Conflicting classifications of pathogenicity
Likely pathogenic,493038,Conflicting classifications of pathogenicity
Likely pathogenic,493038,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,495806,Uncertain significance
Conflicting classifications of pathogenicity,495806,Uncertain significance
Conflicting classifications of pathogenicity,495806,Uncertain significance
Conflicting classifications of pathogenicity,495806,Uncertain significance
Uncertain significance,500444,Conflicting classifications of pathogenicity
Uncertain significance,500444,Conflicting classifications of pathogenicity
Uncertain significance,500444,Conflicting classifications of pathogenicity
Uncertain significance,500444,Conflicting classifications of pathogenicity
Uncertain significance,504129,Likely pathogenic
Uncertain significance,504129,Likely pathogenic
Uncertain significance,504129,Likely pathogenic
Uncertain significance,504129,Likely pathogenic
Uncertain significance,503632,Conflicting classifications of pathogenicity
Uncertain significance,503632,Conflicting classifications of pathogenicity
Uncertain significance,503632,Conflicting classifications of pathogenicity
Uncertain significance,503632,Conflicting classifications of pathogenicity
Uncertain significance,504072,Conflicting classifications of pathogenicity
Uncertain significance,504072,Conflicting classifications of pathogenicity
Uncertain significance,504072,Conflicting classifications of pathogenicity
Uncertain significance,504072,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,505274,Likely benign
Conflicting classifications of pathogenicity,505274,Likely benign
Conflicting classifications of pathogenicity,505274,Likely benign
Conflicting classifications of pathogenicity,505274,Likely benign
Likely benign,517459,Conflicting classifications of pathogenicity
Likely benign,517459,Conflicting classifications of pathogenicity
Likely benign,517459,Conflicting classifications of pathogenicity
Likely benign,517459,Conflicting classifications of pathogenicity
Benign,507371,Benign/Likely benign
Benign,507371,Benign/Likely benign
Benign,507371,Benign/Likely benign
Benign,507371,Benign/Likely benign
Likely benign,512571,Benign/Likely benign
Likely benign,512571,Benign/Likely benign
Likely benign,512571,Benign/Likely benign
Likely benign,512571,Benign/Likely benign
Likely benign,517765,Conflicting classifications of pathogenicity
Likely benign,517765,Conflicting classifications of pathogenicity
Likely benign,517765,Conflicting classifications of pathogenicity
Likely benign,517765,Conflicting classifications of pathogenicity
Likely benign,517930,Benign/Likely benign
Likely benign,517930,Benign/Likely benign
Likely benign,517930,Benign/Likely benign
Likely benign,517930,Benign/Likely benign
Benign,507438,Benign/Likely benign
Benign,507438,Benign/Likely benign
Benign,507438,Benign/Likely benign
Benign,507438,Benign/Likely benign
Likely benign,517905,Benign/Likely benign
Likely benign,517905,Benign/Likely benign
Likely benign,517905,Benign/Likely benign
Likely benign,517905,Benign/Likely benign
Likely benign,512243,Benign/Likely benign
Likely benign,512243,Benign/Likely benign
Likely benign,512243,Benign/Likely benign
Likely benign,512243,Benign/Likely benign
Conflicting classifications of pathogenicity,514524,Uncertain significance
Conflicting classifications of pathogenicity,514524,Uncertain significance
Conflicting classifications of pathogenicity,514524,Uncertain significance
Conflicting classifications of pathogenicity,514524,Uncertain significance
Uncertain significance,511563,Conflicting classifications of pathogenicity
Uncertain significance,511563,Conflicting classifications of pathogenicity
Uncertain significance,511563,Conflicting classifications of pathogenicity
Uncertain significance,511563,Conflicting classifications of pathogenicity
Benign/Likely benign,506297,Conflicting classifications of pathogenicity
Benign/Likely benign,506297,Conflicting classifications of pathogenicity
Benign/Likely benign,506297,Conflicting classifications of pathogenicity
Benign/Likely benign,506297,Conflicting classifications of pathogenicity
Benign,516222,Benign/Likely benign
Benign,516222,Benign/Likely benign
Benign,516222,Benign/Likely benign
Benign,516222,Benign/Likely benign
Likely benign,511224,Conflicting classifications of pathogenicity
Likely benign,511224,Conflicting classifications of pathogenicity
Likely benign,511224,Conflicting classifications of pathogenicity
Likely benign,511224,Conflicting classifications of pathogenicity
Pathogenic,519013,Pathogenic/Likely pathogenic
Pathogenic,519013,Pathogenic/Likely pathogenic
Pathogenic,519013,Pathogenic/Likely pathogenic
Pathogenic,519013,Pathogenic/Likely pathogenic
Likely benign,520011,Benign/Likely benign
Likely benign,520011,Benign/Likely benign
Likely benign,520011,Benign/Likely benign
Likely benign,520011,Benign/Likely benign
Pathogenic,520476,Pathogenic/Likely pathogenic
Pathogenic,520476,Pathogenic/Likely pathogenic
Pathogenic,520476,Pathogenic/Likely pathogenic
Pathogenic,520476,Pathogenic/Likely pathogenic
Pathogenic,522066,Pathogenic/Likely pathogenic
Pathogenic,522066,Pathogenic/Likely pathogenic
Pathogenic,522066,Pathogenic/Likely pathogenic
Pathogenic,522066,Pathogenic/Likely pathogenic
Pathogenic,523551,Pathogenic/Likely pathogenic
Pathogenic,523551,Pathogenic/Likely pathogenic
Pathogenic,523551,Pathogenic/Likely pathogenic
Pathogenic,523551,Pathogenic/Likely pathogenic
Likely benign,543251,Conflicting classifications of pathogenicity
Likely benign,543251,Conflicting classifications of pathogenicity
Likely benign,543251,Conflicting classifications of pathogenicity
Likely benign,543251,Conflicting classifications of pathogenicity
Likely benign,528751,Conflicting classifications of pathogenicity
Likely benign,528751,Conflicting classifications of pathogenicity
Likely benign,528751,Conflicting classifications of pathogenicity
Likely benign,528751,Conflicting classifications of pathogenicity
Likely benign,544101,Conflicting classifications of pathogenicity
Likely benign,544101,Conflicting classifications of pathogenicity
Likely benign,544101,Conflicting classifications of pathogenicity
Likely benign,544101,Conflicting classifications of pathogenicity
Benign,544540,Benign/Likely benign
Benign,544540,Benign/Likely benign
Benign,544540,Benign/Likely benign
Benign,544540,Benign/Likely benign
Pathogenic,525645,Pathogenic/Likely pathogenic
Pathogenic,525645,Pathogenic/Likely pathogenic
Pathogenic,525645,Pathogenic/Likely pathogenic
Pathogenic,525645,Pathogenic/Likely pathogenic
Benign/Likely benign,525949,Conflicting classifications of pathogenicity
Benign/Likely benign,525949,Conflicting classifications of pathogenicity
Benign/Likely benign,525949,Conflicting classifications of pathogenicity
Benign/Likely benign,525949,Conflicting classifications of pathogenicity
Benign,542629,Benign/Likely benign
Benign,542629,Benign/Likely benign
Benign,542629,Benign/Likely benign
Benign,542629,Benign/Likely benign
Likely benign,543403,Conflicting classifications of pathogenicity
Likely benign,543403,Conflicting classifications of pathogenicity
Likely benign,543403,Conflicting classifications of pathogenicity
Likely benign,543403,Conflicting classifications of pathogenicity
Benign/Likely benign,539693,Conflicting classifications of pathogenicity
Benign/Likely benign,539693,Conflicting classifications of pathogenicity
Benign/Likely benign,539693,Conflicting classifications of pathogenicity
Benign/Likely benign,539693,Conflicting classifications of pathogenicity
Benign,530400,Benign/Likely benign
Benign,530400,Benign/Likely benign
Benign,530400,Benign/Likely benign
Benign,530400,Benign/Likely benign
Likely benign,529290,Benign/Likely benign
Likely benign,529290,Benign/Likely benign
Likely benign,529290,Benign/Likely benign
Likely benign,529290,Benign/Likely benign
Benign/Likely benign,524568,Conflicting classifications of pathogenicity
Benign/Likely benign,524568,Conflicting classifications of pathogenicity
Benign/Likely benign,524568,Conflicting classifications of pathogenicity
Benign/Likely benign,524568,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,536549,Pathogenic
Conflicting classifications of pathogenicity,536549,Pathogenic
Conflicting classifications of pathogenicity,536549,Pathogenic
Conflicting classifications of pathogenicity,536549,Pathogenic
Pathogenic,536686,Pathogenic/Likely pathogenic
Pathogenic,536686,Pathogenic/Likely pathogenic
Pathogenic,536686,Pathogenic/Likely pathogenic
Pathogenic,536686,Pathogenic/Likely pathogenic
Benign/Likely benign,536097,Conflicting classifications of pathogenicity
Benign/Likely benign,536097,Conflicting classifications of pathogenicity
Benign/Likely benign,536097,Conflicting classifications of pathogenicity
Benign/Likely benign,536097,Conflicting classifications of pathogenicity
Likely benign,536015,Conflicting classifications of pathogenicity
Likely benign,536015,Conflicting classifications of pathogenicity
Likely benign,536015,Conflicting classifications of pathogenicity
Likely benign,536015,Conflicting classifications of pathogenicity
Likely benign,527620,Conflicting classifications of pathogenicity
Likely benign,527620,Conflicting classifications of pathogenicity
Likely benign,527620,Conflicting classifications of pathogenicity
Likely benign,527620,Conflicting classifications of pathogenicity
Likely benign,527640,Benign/Likely benign
Likely benign,527640,Benign/Likely benign
Likely benign,527640,Benign/Likely benign
Likely benign,527640,Benign/Likely benign
Likely benign,531507,Conflicting classifications of pathogenicity
Likely benign,531507,Conflicting classifications of pathogenicity
Likely benign,531507,Conflicting classifications of pathogenicity
Likely benign,531507,Conflicting classifications of pathogenicity
Benign/Likely benign,530363,Conflicting classifications of pathogenicity
Benign/Likely benign,530363,Conflicting classifications of pathogenicity
Benign/Likely benign,530363,Conflicting classifications of pathogenicity
Benign/Likely benign,530363,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,528248,Pathogenic
Pathogenic/Likely pathogenic,528248,Pathogenic
Pathogenic/Likely pathogenic,528248,Pathogenic
Pathogenic/Likely pathogenic,528248,Pathogenic
Uncertain significance,526518,Likely pathogenic
Uncertain significance,526518,Likely pathogenic
Uncertain significance,526518,Likely pathogenic
Uncertain significance,526518,Likely pathogenic
Likely benign,537854,Conflicting classifications of pathogenicity
Likely benign,537854,Conflicting classifications of pathogenicity
Likely benign,537854,Conflicting classifications of pathogenicity
Likely benign,537854,Conflicting classifications of pathogenicity
Benign,542441,Benign/Likely benign
Benign,542441,Benign/Likely benign
Benign,542441,Benign/Likely benign
Benign,542441,Benign/Likely benign
Likely benign,537864,Benign/Likely benign
Likely benign,537864,Benign/Likely benign
Likely benign,537864,Benign/Likely benign
Likely benign,537864,Benign/Likely benign
Likely benign,536942,Benign/Likely benign
Likely benign,536942,Benign/Likely benign
Likely benign,536942,Benign/Likely benign
Likely benign,536942,Benign/Likely benign
Benign,542324,Benign/Likely benign
Benign,542324,Benign/Likely benign
Benign,542324,Benign/Likely benign
Benign,542324,Benign/Likely benign
Conflicting classifications of pathogenicity,540960,Benign/Likely benign
Conflicting classifications of pathogenicity,540960,Benign/Likely benign
Conflicting classifications of pathogenicity,540960,Benign/Likely benign
Conflicting classifications of pathogenicity,540960,Benign/Likely benign
Conflicting classifications of pathogenicity,540955,Likely benign
Conflicting classifications of pathogenicity,540955,Likely benign
Conflicting classifications of pathogenicity,540955,Likely benign
Conflicting classifications of pathogenicity,540955,Likely benign
Benign,538598,Benign/Likely benign
Benign,538598,Benign/Likely benign
Benign,538598,Benign/Likely benign
Benign,538598,Benign/Likely benign
Conflicting classifications of pathogenicity,536582,Likely benign
Conflicting classifications of pathogenicity,536582,Likely benign
Conflicting classifications of pathogenicity,536582,Likely benign
Conflicting classifications of pathogenicity,536582,Likely benign
Pathogenic,546012,Pathogenic/Likely pathogenic
Pathogenic,546012,Pathogenic/Likely pathogenic
Pathogenic,546012,Pathogenic/Likely pathogenic
Pathogenic,546012,Pathogenic/Likely pathogenic
Pathogenic/Likely pathogenic,545805,Pathogenic
Pathogenic/Likely pathogenic,545805,Pathogenic
Pathogenic/Likely pathogenic,545805,Pathogenic
Pathogenic/Likely pathogenic,545805,Pathogenic
Pathogenic/Likely pathogenic,546154,Likely pathogenic
Pathogenic/Likely pathogenic,546154,Likely pathogenic
Pathogenic/Likely pathogenic,546154,Likely pathogenic
Pathogenic/Likely pathogenic,546154,Likely pathogenic
Uncertain significance,546808,Likely pathogenic
Uncertain significance,546808,Likely pathogenic
Uncertain significance,546808,Likely pathogenic
Uncertain significance,546808,Likely pathogenic
Uncertain significance,546873,Likely pathogenic
Uncertain significance,546873,Likely pathogenic
Uncertain significance,546873,Likely pathogenic
Uncertain significance,546873,Likely pathogenic
Conflicting classifications of pathogenicity,547065,Uncertain significance
Conflicting classifications of pathogenicity,547065,Uncertain significance
Conflicting classifications of pathogenicity,547065,Uncertain significance
Conflicting classifications of pathogenicity,547065,Uncertain significance
Likely pathogenic,547759,Pathogenic/Likely pathogenic
Likely pathogenic,547759,Pathogenic/Likely pathogenic
